what,kind,bundleId,bundleVersion,description,time
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1477065841941
java.vm.specification.version,sysinfo,,,"1.8",1477065841941
java.vm.vendor,sysinfo,,,"Oracle Corporation",1477065841941
java.vm.version,sysinfo,,,"25.101-b13",1477065841941
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1477065842915
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1477065842994
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1477065845016
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1477065845265
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1477065845325
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1477065845872
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1477065846198
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1477065846431
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1477065846995
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1477065847258
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1477065847395
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1477065848042
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1477065848194
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1477065848270
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1477065848495
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1477065849992
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1477065850164
started,bundle,org.eclipse.jst.servlet.ui,1.1.400.v201005272100,"org.eclipse.jst.servlet.ui",1477065850684
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1477065857808
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1477065859574
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477065867131
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1477065889822
started,bundle,org.eclipse.jdt.apt.core,3.3.400.v20100513-0845,"org.eclipse.jdt.apt.core",1477065891056
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.300.v20100513-0845,"org.eclipse.jdt.apt.pluggable.core",1477065891078
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477065891545
started,bundle,org.eclipse.mylyn.resources.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.resources.ui",1477065891620
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1477065892779
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1477065893024
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477065893064
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1477065893170
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477065893269
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1477065893512
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477065893543
started,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1477065893672
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1477065894215
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1477065894223
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1477065894326
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1477065894327
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477065897901
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1477065900766
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1477065900832
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1477065900841
started,bundle,org.eclipse.pde.ui,3.6.0.v20100601,"org.eclipse.pde.ui",1477065900868
started,bundle,org.eclipse.pde.core,3.6.0.v20100601,"org.eclipse.pde.core",1477065900955
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.rename.element",1477065901764
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477065901784
started,bundle,org.eclipse.jpt.core,2.3.0.v201006020000,"org.eclipse.jpt.core",1477065901955
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477065906906
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1477065907425
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477065910837
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477065914428
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477065914447
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477065921268
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477065923066
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477065928245
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477065928267
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477065928876
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1477065951609
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477065953650
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477065972235
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1477065972683
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1477065973151
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1477065973265
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1477065973322
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1477065973332
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477065977743
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477065979185
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1477065985288
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1477065985612
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477065986494
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477065990788
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477065990816
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066020657
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1477066023767
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066024569
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066027197
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066027236
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066053854
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1477066059302
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1477066059739
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477066061094
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066065428
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066088315
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477066089286
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477066100682
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066108160
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066109925
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1477066126534
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1477066126578
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066133186
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1477066136406
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066136417
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1477066136508
started,bundle,org.eclipse.jst.jee,1.0.300.v201005191301,"org.eclipse.jst.jee",1477066136532
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066152221
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477066153456
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1477066153524
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066153545
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066156239
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1477066156900
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066156909
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066165420
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066180733
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477066180885
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477066180926
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066195376
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066196048
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066197191
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066374341
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066374988
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066382277
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066384185
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066676621
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477066679917
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067390806
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477067394610
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067395821
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067397261
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067399934
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477067405017
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1477067405129
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067405136
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067412955
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067424615
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477067424994
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477067425286
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1477067434750
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067435516
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067442736
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067442762
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067678257
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1477067679601
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1477067680320
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1477067703579
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067704968
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067707932
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067707938
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067717326
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067727642
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1477067752134
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067752154
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067759261
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1477067763571
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067763584
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067770087
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067770550
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067770895
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067771366
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067771779
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067813067
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067813813
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067814531
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067822067
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1477067889166
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067889179
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067890267
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067891582
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067892152
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067892496
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067893092
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067925331
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067925661
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067948516
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067949595
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067961448
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067961832
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067989157
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477067989860
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068049563
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068049877
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068064514
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068065023
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068075663
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068076489
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068100814
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068101143
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068147896
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068148292
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068175744
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068176108
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068257848
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068258025
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068311962
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068312225
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068313645
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068313859
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068314209
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068319816
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1477068543989
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068544001
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477068562266
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477068565454
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477068565517
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477068566214
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.AllMarkersView",1477068613133
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477068631467
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068633974
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068643749
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477068650584
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.AllMarkersView",1477068653361
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068670376
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068710239
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477068720742
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068723738
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1477068820869
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068820881
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477068823046
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068829110
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068832991
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1477068833480
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068845520
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068851940
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068852137
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068880224
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068880816
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068881238
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477068882978
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068885722
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068978701
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068979693
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.0.v201006082045,"org.eclipse.wst.jsdt.debug.core",1477068980932
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068981052
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068981133
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068983103
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1477068984082
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1477068987015
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1477068987050
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1477068987144
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1477068987227
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1477068987269
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1477068987283
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1477068987284
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1477068987341
